draw,incremental_cost,incremental_qaly,incremental_life_years,icer,nmb_50000,nmb_150000,annual_drug_cost_cad,treatment_exposure_factor,utility_gain_per_pct_weight_loss,annual_diabetes_incidence,diabetes_rr_semaglutide,annual_diabetes_cost_cad,diabetes_utility_decrement
33,9244.907428475697,0.042983715819289614,0.00960557617528579,215079.2981077476,-7095.721637511217,-2797.3500555822548,4668.614879871218,0.6856705659250912,0.0005295515427811723,0.027524630313309758,0.7434828622816425,2918.7260657474962,0.05580779129623615
34,7469.383773096448,0.05283979490272017,0.022675513983440254,141359.06066342295,-4827.394027960439,456.58546231157834,4699.619874362786,0.55,0.0006795400788503554,0.02255697234626219,0.7299767802481457,2222.173653058696,0.052961858543563396
35,10012.239382257549,0.05236151039191839,0.014899095194053302,191213.7237317521,-7394.1638626616295,-2158.0128234697904,4423.194147849871,0.7514794309782924,0.0008430489866240532,0.04,0.8434426448974222,1157.8288579886314,0.05441572658725026
36,9825.924455162327,0.038238819844412575,0.011483326846331465,256962.02171359854,-7913.983462941698,-4090.101478500441,4697.820624028144,0.7179655742103223,0.0007108192393897548,0.020689649779092937,0.7720535689738306,1918.4728266421105,0.04041798821587147
37,9608.23708460531,0.04594300871911372,0.010110017405679628,209133.82367594016,-7311.086648649625,-2716.785776738253,4478.066582231745,0.7400079629652981,0.0009384449657885724,0.04,0.8116542386727562,1303.4946836648553,0.035312762234693006
38,9062.451076610036,0.04083166152551598,0.014624869556492115,221946.6643782509,-7020.868000334236,-2937.7018477826387,4475.147330710108,0.6874280858449575,0.0006407223846055394,0.022533999879020057,0.8102322624980074,1089.2178331581356,0.06094424226759953
39,10377.540220559858,0.048866237691189696,0.01826401310946224,212366.26167417978,-7934.228336000373,-3047.604566881404,4253.77,0.8285372677594643,0.000850540679687516,0.021962005620590374,0.8098266735787293,1155.0220502057666,0.05418816610882494
40,9321.776158704879,0.023425634577790788,0.0025298691461017597,397930.57164575614,-8150.49442981534,-5807.930972036261,4539.180375313923,0.6869946982186068,0.0005684327538063152,0.022186286210190906,0.95,1382.0670469412987,0.046083701214787345
41,11361.18172489838,0.054669776501988565,0.020422016046325098,207814.67296624355,-8627.692899798953,-3160.7152496000963,4541.600351305575,0.8613146512886524,0.0005450006782517843,0.0352648097215397,0.8199546926702412,1302.7612213452585,0.08
42,10053.539009675795,0.06751529531641154,0.02712495493740974,148907.57661000694,-6677.774243855218,73.75528778593616,4935.568070267134,0.6858933593751573,0.001034013666617168,0.02837750203543591,0.705316139742469,915.2181802428692,0.03619809381877421
43,9685.914515219736,0.037107627263022636,0.006490236233183566,261022.20027610468,-7830.533152068604,-4119.770425766341,4576.991628758121,0.692218384505794,0.0009135042197301537,0.028572435136474398,0.95,1326.415370545146,0.03395410891923795
44,10017.868629974388,0.04408584386658276,0.020407507718033457,227235.49673431498,-7813.5764366452495,-3404.992049986973,4273.969246237947,0.8042346746049541,0.000666607214592207,0.020120494070207814,0.7773340674050873,1979.6266122229556,0.028556374182857436
45,10400.168674524914,0.07779363832485231,0.03308197940431157,133689.19231024612,-6510.486758282298,1268.8770742029337,4974.1823940086815,0.7078822293943928,0.0009692627461468985,0.02556785382578769,0.7651600952368194,1675.8190796621786,0.056470427083508884
46,10130.95309800858,0.035116420934336645,0.01739912012724787,288496.1743952269,-8375.132051291748,-4863.4899578580835,4668.869006402416,0.7790215209515432,0.000566814061035604,0.02442115939552817,0.7418201829976329,2724.707582553224,0.025345252233132384
47,10692.160567694189,0.06640652938059688,0.024018699922379483,161010.68174206224,-7371.834098664345,-731.1811606046576,4783.129659656502,0.7775134263398595,0.0006667267937289978,0.022379912160385488,0.6166779454990388,1804.2577976852085,0.05030984924705753
48,11668.003173465777,0.05307802556115604,0.025856055434495318,219827.37771626425,-9014.101895407975,-3706.299339292371,5139.497796431791,0.776612500333014,0.0007561222372891995,0.022388929772107546,0.6483528212080302,1270.303953186776,0.04141464684284269
49,10958.115372066943,0.03447743462569264,0.021614066869023674,317834.41810664587,-9234.243640782312,-5786.500178213047,5199.05,0.7042094622413492,0.00035,0.015887893666965403,0.76429481201702,1309.4653686636016,0.03913099627861625
50,9036.972108597645,0.0548146481067775,0.019229627805323446,164864.1817602087,-6296.2397032587705,-814.774892581021,4253.77,0.7170333662083622,0.0006829089573051642,0.016336687186288605,0.7322793754542816,2239.882558367643,0.05939363196811771
51,9332.3777996798,0.050989173594096826,0.01291548678135257,183026.65334352935,-6782.919119974958,-1684.0017605652756,4994.044217534967,0.6578961399154855,0.000796247619666044,0.0217467231643075,0.7893356229604611,2180.1712148781153,0.045008745502263504
52,8988.554104561163,0.05567680704858802,0.022585565314965805,161441.6232007887,-6204.713752131762,-637.0330472729602,4253.77,0.7377296025431065,0.0005986277079532904,0.027233018129989968,0.73773154589498,1910.5959681168802,0.057702835930152775
53,7855.69768599149,0.05269780908351507,0.02054448947528087,149070.66958973272,-5220.807231815737,48.97367653577021,4253.77,0.7021869863211142,0.0006207124872433389,0.04,0.6779150449661869,2435.811181068221,0.03612738759141342
54,11463.82553951647,0.04570753695879759,0.0121718993069031,250808.21024879056,-9178.448691576592,-4607.694995696832,5190.090146193538,0.7708191411622765,0.0007101994168646005,0.04,0.8117597672844351,1880.6342285873438,0.029235669883838224
55,9058.051847794424,0.05086162407160799,0.0165853755858123,178092.06868899052,-6514.970644214025,-1428.8082370532256,5025.795509570927,0.6186956721892833,0.0005865634420350653,0.030750645414223402,0.7558512511415342,1386.3297267115292,0.04578907414829544
56,8946.958620408695,0.04798791557175264,0.0138705350343713,186441.90967267574,-6547.562841821064,-1748.7712846457998,4311.262179805887,0.7092603353734935,0.0007281663087900989,0.020779052005633986,0.7056179301461711,1334.3649917146406,0.05084157741548658
57,8916.107472504387,0.029451671238717836,0.003472122596960503,302736.89395198296,-7443.523910568496,-4498.356786696711,4253.77,0.7000543454172102,0.0005751452913392414,0.02236985056044878,0.9208573552393,1060.626983229356,0.06072160029505361
58,11018.985271111454,0.044781780284623096,0.0065597401629027274,246059.56264081554,-8779.8962568803,-4301.71822841799,5199.05,0.7526718315256801,0.0009590935451393516,0.02430888643046295,0.7747252238486357,3200.0,0.02
59,10752.325522013407,0.02206867807548818,0.0043985931499399555,487221.0961270074,-9648.891618238998,-7442.02381069018,5199.05,0.6980878860407803,0.00048810250295201334,0.02347151487713241,0.95,1927.3589531905177,0.06095048649565434
60,9616.403502351714,0.04193544915177938,0.007243383186807506,229314.42721756746,-7519.631044762745,-3326.0861295848063,4253.77,0.7606453979987514,0.0007646800038086898,0.03521286011854776,0.8682521916040477,1134.6421377698173,0.03827067704810991
61,10274.501360822318,0.043825411896960986,0.010729868590402702,234441.63822074173,-8083.230765974269,-3700.6895762781696,4632.119900480552,0.7468113416192431,0.0008284495632983076,0.017426100288898547,0.8713425513618545,1892.8138571908007,0.040023405939675995
62,8711.951440866826,0.0374032499700192,0.01141654872819231,232919.63794188853,-6841.788942365865,-3101.4639453639447,4568.420548802451,0.6974239651104788,0.00041854150882292745,0.032254711914688115,0.7785057676420328,2828.4599147231347,0.04551276586024432
63,9968.169575689291,0.029613531584423924,0.011055954188073258,336608.60567310156,-8487.492996468096,-5526.139838025702,5149.344999651755,0.6498684138141897,0.0004984639431879636,0.029200660263722474,0.8670333747202243,1915.1531074666557,0.047407900390497734
64,9685.922478794837,0.03811473773919616,0.0086163301019333,254125.38701096972,-7780.185591835029,-3968.711817915413,4913.154207328176,0.6561649056319354,0.0009207588673745366,0.03306262397059985,0.9385452091797097,1636.1361284167383,0.05514121050373877
65,8850.84224778021,0.0430019305952456,0.021187960706740228,205824.29963641637,-6700.745718017931,-2400.5526584933714,4533.275631001587,0.6526694966839763,0.000584505225330018,0.02177747446875824,0.7845763474451367,1373.5830971689234,0.044101457185707967
66,11610.89607080285,0.028849049640054858,0.008929935666497357,402470.66075556073,-10168.443588800106,-7283.538624794621,4965.060374326732,0.7673711594816609,0.0004892277484291774,0.02497096145934132,0.9209285041160843,2118.240659330632,0.05139222115994973
67,8929.804201533205,0.027765747382229478,0.0054625461325521485,321612.23966362316,-7541.516832421731,-4764.942094198783,5199.05,0.5567672465333937,0.000619606866815136,0.01570963179298444,0.8443660838212351,1858.2454705134573,0.033803715606674
68,9550.04240599068,0.048813379560769476,0.023272917639030055,195643.9503251665,-7109.373427952206,-2228.0354718752587,4253.77,0.7504839556115781,0.0006433332783745828,0.01835001001799544,0.753225691165605,1044.5391284332015,0.03737338309458744
69,11034.739917617837,0.03612695875134975,0.010889969299871183,305443.3669207089,-9228.39198005035,-5615.696104915375,4917.745747316149,0.7857590924677668,0.0005885299719547085,0.026323078821122822,0.780036250693289,1781.654282757529,0.035268672280678634
70,8670.999607021513,0.030418070995370527,0.007266292084267434,285060.79850826814,-7150.096057252987,-4108.288957715934,4253.77,0.7248816357229372,0.00036133109006942,0.026814873797727255,0.7672916841741009,2065.775135970542,0.041368884050895394
71,10085.696628328438,0.04169164134481207,0.015279206007257073,241911.71906412506,-8001.114561087835,-3831.950426606628,4253.77,0.7921558116158589,0.0007188960520186726,0.014656541805061209,0.8001181887356077,2094.5875864540085,0.06743156988534676
72,9457.704979134363,0.032534114498961486,0.009283358322484503,290701.1647554219,-7830.999254186289,-4577.58780429014,4253.77,0.7342980711235324,0.000631304983425429,0.028596693288809455,0.9180380243980658,3200.0,0.043537752835072246
73,9640.448092075876,0.05461500716245027,0.025374463574934225,176516.46668104848,-6909.697733953362,-1448.197017708335,4253.77,0.7752385361523263,0.0006324949656767244,0.02490282166678049,0.6690621313767656,979.8336283974024,0.03308004298000403
74,12318.229331915652,0.040165053300249554,0.016508130915351416,306690.2274430473,-10309.976666903174,-6293.4713368782195,5199.05,0.8085070462413629,0.0005127188119458238,0.014849733020064359,0.6663995564221967,1948.2146599295477,0.040798671749436556
75,8678.62174147119,0.0588774918024626,0.029112335210555784,147401.3494085052,-5734.74715134806,153.00202889819957,5199.05,0.5982984047970953,0.00035,0.031366279013485085,0.6844373143488394,2051.9555060607345,0.06722532338411515
76,10717.925104962806,0.04813392903914604,0.01820982398792026,222668.8184180062,-8311.228653005503,-3497.8357490908993,5199.05,0.7187650894249978,0.0007188891653171041,0.014858549718872143,0.7553054868572933,2795.9503983896557,0.04583759540632582
77,9778.999248382815,0.02967526885583993,0.014625322690047682,329533.6361024531,-8295.235805590819,-5327.708920006826,4712.864056070501,0.6809598259097963,0.00042378254078926535,0.0185700492274072,0.8352339286984137,1307.71396476907,0.036461434082365574
78,8056.756318428803,0.031922570287797214,0.010637444727127132,252384.32387471615,-6460.6278040389425,-3268.370775259221,4653.030735019206,0.5923433080817241,0.0005089970459010754,0.019230391525380388,0.8327591441935582,1558.852118746759,0.03408519962741491
79,10399.340531959911,0.0412216227131772,0.013946662993852499,252278.77622186823,-8338.259396301051,-4216.097124983332,5199.05,0.6715626089966746,0.0006970923165153052,0.014648365552958146,0.7601591571666826,900.0,0.04636409072866481
80,8924.292795994745,0.054951592009484074,0.028541694669641515,162402.80708254103,-6176.7131955205405,-681.5539945721339,4253.77,0.7408526614463518,0.0008098798672673815,0.01525377900310113,0.6487810009369369,2626.844397289015,0.02423171423322447
81,9158.74735962988,0.050206439392940894,0.01159903507532789,182421.76641822592,-6648.425389982836,-1627.7814506887462,4702.566861684477,0.6982766279616343,0.0008825273030373587,0.022203783092377954,0.7934055994210493,3200.0,0.05688921577517251
82,12003.151349399694,0.043255172198570335,0.010264860550144306,277496.3256254571,-9840.392739471177,-5514.875519614143,4977.406284104974,0.8208189876613288,0.0008659599342947287,0.019802399413984418,0.7555558064387619,1452.711315403096,0.05092447680652432
83,10586.646270879497,0.04530960263169703,0.019117437845906693,233651.27160646173,-8321.166139294644,-3790.205876124942,4468.444878486426,0.8504696231855996,0.0005448615816738598,0.02517811998048451,0.7338856571936623,2697.0686324862745,0.024562857341756148
84,10989.950815071197,0.031147832226171346,0.007363395394492045,352831.96388341626,-9432.55920376263,-6317.775981145495,5037.0414866987985,0.7456490020678654,0.0005691990181165828,0.020282827314205915,0.7992187552166364,1638.6652407165982,0.03945040255118088
85,9743.0387320793,0.037705292653733125,0.01603066651079388,258399.76423348783,-7857.774099392644,-4087.2448340193314,4253.77,0.78737008442016,0.0005768420642315153,0.03976505480359607,0.821964296585796,900.0,0.02416729635190039
86,9776.989732144248,0.04694633943929105,0.011902142371088331,208258.83016475485,-7429.672760179696,-2735.0388162505897,4451.270697022632,0.7717776731707665,0.0007453073205992184,0.027705575020399154,0.7411852472498455,2538.7938652753123,0.03219442023449077
87,8591.850330161098,0.03083701462470856,0.006857553845197373,278621.3397997602,-7049.99959892567,-3966.298136454814,4354.451490546447,0.675692372249464,0.0005835589725465956,0.025751883579756045,0.8939199947500309,1644.1713980867373,0.05254942175784689
88,9722.297787022362,0.05904334516975496,0.01687571222067419,164663.7357532822,-6770.130528534614,-865.7960115591195,4947.692860016262,0.6967081225282777,0.0006738304916641825,0.029544125171706712,0.744222813660709,2066.3500564351543,0.06246901214001796
