threshold_cad_per_qaly,current_incremental_cost,modeled_incremental_qaly,required_total_incremental_qaly_at_current_price,additional_qaly_needed_at_current_price,additional_non_diabetes_qaly_multiplier_needed,interpretation
50000.0,9915.204637733783,0.045261366862686,0.19830409275467567,0.15304272589198967,3.3813102983895935,Threshold analysis only; represents unmodeled non-diabetes benefit required at the current public price anchor.
150000.0,9915.204637733783,0.045261366862686,0.06610136425155855,0.020839997388872544,0.4604367661298643,Threshold analysis only; represents unmodeled non-diabetes benefit required at the current public price anchor.
