price_reduction_pct,additional_non_diabetes_qaly_multiplier,total_incremental_qaly,modeled_incremental_qaly,incremental_cost,nmb_50000,nmb_150000,cost_effective_at_50000,cost_effective_at_150000
0,2.2,0.1448363739605952,0.045261366862686,9915.204637733783,-2673.3859397040223,11810.251456355498,0,1
0,2.3,0.14936251064686382,0.045261366862686,9915.204637733783,-2447.0791053905923,12489.171959295789,0,1
0,2.4,0.1538886473331324,0.045261366862686,9915.204637733783,-2220.772271077163,13168.092462236076,0,1
0,2.5,0.158414784019401,0.045261366862686,9915.204637733783,-1994.4654367637322,13847.012965176367,0,1
0,2.6,0.16294092070566962,0.045261366862686,9915.204637733783,-1768.1586024503022,14525.933468116662,0,1
0,2.7,0.1674670573919382,0.045261366862686,9915.204637733783,-1541.8517681368721,15204.85397105695,0,1
0,2.8,0.17199319407820682,0.045261366862686,9915.204637733783,-1315.5449338234412,15883.77447399724,0,1
0,2.9,0.1765193307644754,0.045261366862686,9915.204637733783,-1089.238099510012,16562.694976937528,0,1
0,3.0,0.181045467450744,0.045261366862686,9915.204637733783,-862.9312651965829,17241.61547987782,0,1
0,3.1,0.1855716041370126,0.045261366862686,9915.204637733783,-636.6244308831538,17920.535982818106,0,1
0,3.2,0.1900977408232812,0.045261366862686,9915.204637733783,-410.3175965697228,18599.456485758397,0,1
0,3.3,0.19462387750954982,0.045261366862686,9915.204637733783,-184.01076225629186,19278.37698869869,0,1
0,3.4,0.19915001419581843,0.045261366862686,9915.204637733783,42.2960720571391,19957.297491638983,1,1
0,3.5,0.20367615088208701,0.045261366862686,9915.204637733783,268.60290637056823,20636.21799457927,1,1
0,3.6,0.2082022875683556,0.045261366862686,9915.204637733783,494.90974068399737,21315.138497519558,1,1
0,3.7,0.2127284242546242,0.045261366862686,9915.204637733783,721.2165749974283,21994.05900045985,1,1
0,3.8,0.21725456094089282,0.045261366862686,9915.204637733783,947.5234093108575,22672.97950340014,1,1
0,3.9,0.22178069762716143,0.045261366862686,9915.204637733783,1173.8302436242884,23351.90000634043,1,1
0,4.0,0.22630683431343002,0.045261366862686,9915.204637733783,1400.1370779377175,24030.82050928072,1,1
5,0.0,0.045261366862686,0.045261366862686,9415.98900786056,-7152.92066472626,-2626.78397845766,0,0
5,0.1,0.04978750354895461,0.045261366862686,9415.98900786056,-6926.61383041283,-1947.863475517369,0,0
5,0.2,0.054313640235223205,0.045261366862686,9415.98900786056,-6700.3069960994,-1268.9429725770797,0,0
5,0.3,0.0588397769214918,0.045261366862686,9415.98900786056,-6474.000161785971,-590.0224696367895,0,0
5,0.4,0.06336591360776041,0.045261366862686,9415.98900786056,-6247.69332747254,88.8980333035015,0,1
5,0.5,0.067892050294029,0.045261366862686,9415.98900786056,-6021.386493159111,767.8185362437907,0,1
5,0.6,0.0724181869802976,0.045261366862686,9415.98900786056,-5795.07965884568,1446.73903918408,0,1
5,0.7,0.0769443236665662,0.045261366862686,9415.98900786056,-5568.7728245322505,2125.659542124369,0,1
5,0.8,0.08147046035283481,0.045261366862686,9415.98900786056,-5342.46599021882,2804.580045064662,0,1
5,0.9,0.08599659703910341,0.045261366862686,9415.98900786056,-5116.1591559053895,3483.5005480049513,0,1
5,1.0,0.090522733725372,0.045261366862686,9415.98900786056,-4889.85232159196,4162.4210509452405,0,1
5,1.1,0.0950488704116406,0.045261366862686,9415.98900786056,-4663.54548727853,4841.34155388553,0,1
5,1.2,0.09957500709790922,0.045261366862686,9415.98900786056,-4437.238652965099,5520.262056825823,0,1
5,1.3,0.1041011437841778,0.045261366862686,9415.98900786056,-4210.93181865167,6199.18255976611,0,1
5,1.4,0.10862728047044641,0.045261366862686,9415.98900786056,-3984.62498433824,6878.103062706401,0,1
5,1.5,0.11315341715671501,0.045261366862686,9415.98900786056,-3758.31815002481,7557.02356564669,0,1
5,1.6,0.1176795538429836,0.045261366862686,9415.98900786056,-3532.01131571138,8235.944068586981,0,1
5,1.7,0.12220569052925222,0.045261366862686,9415.98900786056,-3305.704481397949,8914.864571527272,0,1
5,1.8,0.12673182721552081,0.045261366862686,9415.98900786056,-3079.39764708452,9593.785074467563,0,1
5,1.9,0.1312579639017894,0.045261366862686,9415.98900786056,-2853.090812771091,10272.70557740785,0,1
5,2.0,0.135784100588058,0.045261366862686,9415.98900786056,-2626.78397845766,10951.626080348142,0,1
5,2.1,0.14031023727432662,0.045261366862686,9415.98900786056,-2400.477144144229,11630.546583288433,0,1
5,2.2,0.1448363739605952,0.045261366862686,9415.98900786056,-2174.1703098308,12309.46708622872,0,1
5,2.3,0.14936251064686382,0.045261366862686,9415.98900786056,-1947.8634755173698,12988.387589169011,0,1
5,2.4,0.1538886473331324,0.045261366862686,9415.98900786056,-1721.5566412039407,13667.308092109299,0,1
5,2.5,0.158414784019401,0.045261366862686,9415.98900786056,-1495.2498068905097,14346.22859504959,0,1
5,2.6,0.16294092070566962,0.045261366862686,9415.98900786056,-1268.9429725770797,15025.149097989884,0,1
5,2.7,0.1674670573919382,0.045261366862686,9415.98900786056,-1042.6361382636496,15704.069600930172,0,1
5,2.8,0.17199319407820682,0.045261366862686,9415.98900786056,-816.3293039502187,16382.990103870463,0,1
5,2.9,0.1765193307644754,0.045261366862686,9415.98900786056,-590.0224696367895,17061.91060681075,0,1
5,3.0,0.181045467450744,0.045261366862686,9415.98900786056,-363.7156353233604,17740.83110975104,0,1
5,3.1,0.1855716041370126,0.045261366862686,9415.98900786056,-137.40880100993127,18419.75161269133,0,1
5,3.2,0.1900977408232812,0.045261366862686,9415.98900786056,88.89803330349969,19098.67211563162,1,1
5,3.3,0.19462387750954982,0.045261366862686,9415.98900786056,315.20486761693064,19777.59261857191,1,1
5,3.4,0.19915001419581843,0.045261366862686,9415.98900786056,541.5117019303616,20456.513121512206,1,1
5,3.5,0.20367615088208701,0.045261366862686,9415.98900786056,767.8185362437907,21135.433624452493,1,1
