threshold_cad_per_qaly,required_price_reduction,annual_drug_cost_at_threshold_cad,incremental_cost,incremental_qaly,icer,nmb_at_threshold
50000.0,0.7664159369912769,1104.0140512450591,2263.0683431342986,0.045261366862686,49999.99999999996,1.3642420526593924e-12
150000.0,0.3130911194752412,3246.613002001025,6789.2050294028995,0.045261366862686,149999.99999999997,9.094947017729282e-13
