draw,incremental_qaly,incremental_cost,nmb_50000,nmb_150000
34,0.05283979490272017,7469.383773096448,-4827.394027960439,456.58546231157834
35,0.05236151039191839,10012.239382257549,-7394.1638626616295,-2158.0128234697904
36,0.038238819844412575,9825.924455162327,-7913.983462941698,-4090.101478500441
37,0.04594300871911372,9608.23708460531,-7311.086648649625,-2716.785776738253
38,0.04083166152551598,9062.451076610036,-7020.868000334236,-2937.7018477826387
39,0.048866237691189696,10377.540220559858,-7934.228336000373,-3047.604566881404
40,0.023425634577790788,9321.776158704879,-8150.49442981534,-5807.930972036261
41,0.054669776501988565,11361.18172489838,-8627.692899798953,-3160.7152496000963
42,0.06751529531641154,10053.539009675795,-6677.774243855218,73.75528778593616
43,0.037107627263022636,9685.914515219736,-7830.533152068604,-4119.770425766341
44,0.04408584386658276,10017.868629974388,-7813.5764366452495,-3404.992049986973
45,0.07779363832485231,10400.168674524914,-6510.486758282298,1268.8770742029337
46,0.035116420934336645,10130.95309800858,-8375.132051291748,-4863.4899578580835
47,0.06640652938059688,10692.160567694189,-7371.834098664345,-731.1811606046576
48,0.05307802556115604,11668.003173465777,-9014.101895407975,-3706.299339292371
49,0.03447743462569264,10958.115372066943,-9234.243640782312,-5786.500178213047
50,0.0548146481067775,9036.972108597645,-6296.2397032587705,-814.774892581021
51,0.050989173594096826,9332.3777996798,-6782.919119974958,-1684.0017605652756
52,0.05567680704858802,8988.554104561163,-6204.713752131762,-637.0330472729602
53,0.05269780908351507,7855.69768599149,-5220.807231815737,48.97367653577021
54,0.04570753695879759,11463.82553951647,-9178.448691576592,-4607.694995696832
55,0.05086162407160799,9058.051847794424,-6514.970644214025,-1428.8082370532256
56,0.04798791557175264,8946.958620408695,-6547.562841821064,-1748.7712846457998
57,0.029451671238717836,8916.107472504387,-7443.523910568496,-4498.356786696711
58,0.044781780284623096,11018.985271111454,-8779.8962568803,-4301.71822841799
59,0.02206867807548818,10752.325522013407,-9648.891618238998,-7442.02381069018
60,0.04193544915177938,9616.403502351714,-7519.631044762745,-3326.0861295848063
61,0.043825411896960986,10274.501360822318,-8083.230765974269,-3700.6895762781696
