draw,incremental_qaly,incremental_cost,nmb_50000,nmb_150000
862,0.056479728391124695,11362.977531871318,-8538.991112315083,-2891.0182732026133
863,0.05009047225727414,11782.843996553227,-9278.320383689519,-4269.273157962106
864,0.019893952493561073,10470.349893094315,-9475.652268416261,-7486.257019060155
865,0.0350358080768558,12826.864956845819,-11075.074553003029,-7571.493745317448
866,0.06427812505758723,11429.218426898025,-8215.312174018663,-1787.4996682599412
867,0.06179637445438857,9721.31812559554,-6631.499402876112,-451.8619574372551
868,0.04852608646272216,9762.436984097929,-7336.132660961821,-2483.524014689605
869,0.052141585286680225,10294.309396840834,-7687.230132506822,-2473.0716038388
870,0.05142022606472452,9372.619886809818,-6801.608583573592,-1659.585977101141
871,0.029612547972654113,10641.02193232635,-9160.394533693645,-6199.139736428233
872,0.028525859376060225,10876.05256811899,-9449.75959931598,-6597.173661709956
873,0.03154738213342512,8902.954838875303,-7325.5857322040465,-4170.847518861536
874,0.08186152260765667,10241.697173106517,-6148.621042723684,2037.5312180419824
875,0.05174912652371333,10690.547050277502,-8103.090724091836,-2928.178071720503
876,0.03717765793627592,8602.0130152808,-6743.130118467004,-3025.364324839412
877,0.0492601005305211,8226.84960821818,-5763.844581692124,-837.8345286400145
878,0.04855302823798269,12182.179717779421,-9754.528305880287,-4899.225482082018
879,0.06815935168489062,10043.472435107578,-6635.504850863047,180.43031762601458
880,0.056378167080175956,9396.498869728159,-6577.590515719361,-939.7738077017657
881,0.014146779214666338,10720.770802757756,-10013.431842024438,-8598.753920557805
882,0.04392011770067228,9000.630207707141,-6804.624322673528,-2412.6125526062997
883,0.02844896723957291,11637.88785710954,-10215.439495130893,-7370.542771173603
884,0.05717955302397115,10218.904981935639,-7359.927330737081,-1641.9720283399656
885,0.04567831840889269,8313.682570466985,-6029.7666500223495,-1461.9348091330803
886,0.035525740540350625,10093.76684442483,-8317.479817407298,-4764.905763372237
887,0.039316131180733294,12168.183583640051,-10202.377024603387,-6270.763906530057
888,0.0343506105082767,9272.748733621946,-7555.218208208111,-4120.15715738044
889,0.022341929676297667,10079.316789620116,-8962.220305805233,-6728.027338175465
890,0.02817555526675619,8259.898478606501,-6851.120715268691,-4033.565188593073
891,0.024116819831832004,11049.318673280486,-9843.477681688886,-7431.795698505685
892,0.023825535084895932,9709.361470623364,-8518.084716378567,-6135.531207888974
893,0.06644989171711302,9634.262290048004,-6311.7677041923525,333.2214675189498
894,0.045715929002732025,9774.956589994608,-7489.160139858007,-2917.567239584804
895,0.06566538639729558,10126.703171240866,-6843.433851376087,-276.8952116465298
896,0.031458948055473,10908.576773404193,-9335.629370630542,-6189.734565083243
897,0.04180426941666582,9121.299616775945,-7031.086145942654,-2850.659204276072
898,0.047786849800843356,8369.24039500983,-5979.897904967663,-1201.212924883327
899,0.032664796207143354,9604.551669683397,-7971.311859326229,-4704.832238611893
900,0.02410565785694274,10513.013804799644,-9307.730911952507,-6897.165126258233
901,0.05895763287306721,9414.512291396857,-6466.630647743496,-570.8673604367759
902,0.036293141442758525,9719.239115150409,-7904.582043012482,-4275.26789873663
903,0.05941256973614273,10583.24084590407,-7612.612359096935,-1671.3553854826623
904,0.05091851317548901,10961.796612907881,-8415.870954133432,-3324.0196365845295
905,0.05213763607581967,11283.50646455482,-8676.624660763835,-3462.8610531818686
906,0.04574176952655051,10703.41763263934,-8416.329156311815,-3842.152203656764
907,0.046126262040473875,7142.324394663145,-4836.01129263945,-223.38508859206377
908,0.053672847534272705,7611.172735250191,-4927.530358536556,439.75439489071505
909,0.04803552750610862,9494.723671640015,-7092.947296334583,-2289.3945457237214
910,0.03802584509339724,9863.474483111528,-7962.182228441666,-4159.597719101942
911,0.059074409174932896,10278.516150445013,-7324.7956916983685,-1417.3547742050796
912,0.06800589852545968,9928.212703834752,-6527.917777561767,272.67207498420066
913,0.04718207818712017,8897.706152096689,-6538.602242740681,-1820.3944240286637
914,0.053843332352048634,8643.545614749386,-5951.378997146954,-567.0457619420913
915,0.03295043932984143,10249.049264612988,-8601.527298120916,-5306.4833651367735
916,0.046810803181205785,11205.655350726942,-8865.115191666653,-4184.034873546074
917,0.030175294556265442,8337.345490690339,-6828.580762877067,-3811.0513072505228
918,0.05948351181026368,7537.659268958272,-4563.483678445088,1384.867502581279
919,0.04496882144017533,10261.604691924804,-8013.163619916037,-3516.281475898504
920,0.017512786755244036,10950.015889170203,-10074.376551408,-8323.097875883597
921,0.08559508320547238,10976.123594400204,-6696.369434126585,1863.1388864206529
922,0.049816145063292794,8901.76156220828,-6410.95430904364,-1429.3398027143603
923,0.05118876838896114,10406.875130191747,-7847.43671074369,-2728.5598718475767
924,0.04193869359922786,9083.681043281173,-6986.746363319779,-2792.877003396993
925,0.038068856160190734,8619.970885074265,-6716.528077064728,-2909.6424610456543
926,0.05777075252213848,11519.32809857064,-8630.790472463716,-2853.715220249869
927,0.04549399861628345,10397.00291296896,-8122.302982154786,-3572.903120526442
928,0.02810558806099195,9738.500803288553,-8333.221400238956,-5522.662594139761
929,0.04534813083064648,9234.52872098136,-6967.122179449036,-2432.309096384387
930,0.05257883189218049,11138.669331377787,-8509.727736768762,-3251.8445475507133
931,0.07974529215509207,10477.989370703077,-6490.724762948474,1483.8044525607347
932,0.047001151579507905,10767.183623443629,-8417.126044468234,-3717.0108865174425
933,0.05236562062809824,10264.4650067465,-7646.183975341589,-2409.621912531765
934,0.05468106229974268,9078.137777287524,-6344.08466230039,-875.9784323261229
935,0.04412435641083334,10875.160580896509,-8668.942760354841,-4256.507119271508
936,0.037600663608017726,9408.386542136384,-7528.353361735498,-3768.2870009337257
937,0.046071908951752505,8992.73793736432,-6689.142489776695,-2081.9515946014444
938,0.026821421799137823,7798.544390199952,-6457.473300243061,-3775.3311203292787
939,0.02270429908480054,10327.406315968186,-9192.191361728159,-6921.761453248106
940,0.06617132552932148,6917.950703370174,-3609.3844269041,3007.7481260280474
941,0.03830677170244101,10043.071729063162,-8127.733143941112,-4297.05597369701
942,0.02445546245436958,10279.618313648538,-9056.845190930058,-6611.298945493101
943,0.039986238391904294,8446.159333269336,-6446.847413674121,-2448.2235744836917
944,0.03750330618347775,8327.94020413893,-6452.774894965042,-2702.444276617267
945,0.04320032832277221,8606.95483848835,-6446.938422349738,-2126.905590072518
946,0.03636280244624146,11842.883865629508,-10024.743743317435,-6388.46349869329
947,0.03477998246338743,8646.44008283063,-6907.440959661259,-3429.4427133225154
948,0.04187423684594549,11225.103872750418,-9131.392030453144,-4943.968345858595
949,0.035114374471589826,9765.71133303842,-8009.992609458928,-4498.5551622999465
950,0.04497875199819745,9030.121114688864,-6781.183514778992,-2283.3083149592458
951,0.03555861474442423,8312.506248775613,-6534.575511554402,-2978.7140371119785
952,0.04698840785357561,11337.688273747366,-8988.267881068587,-4289.427095711025
953,0.07370383520481028,9517.665771565573,-5832.474011325059,1537.9095091559684
954,0.024371473748320938,11504.428941255328,-10285.855253839281,-7848.707879007187
955,0.06444589311750448,10002.014062855014,-6779.71940697979,-335.13009522934226
956,0.039183114515402906,10713.378334968045,-8754.2226091979,-4835.91115765761
957,0.05425748836766786,10020.643237033099,-7307.768818649705,-1882.0199818829196
958,0.03003487904432589,10832.953221903457,-9331.209269687162,-6327.721365254573
959,0.06017885965289693,11224.27212566256,-8215.329143017712,-2197.443177728019
960,0.03795746562307656,8875.297647811363,-6977.424366657535,-3181.67780434988
961,0.026787905603416817,9659.558954953789,-8320.163674782949,-5641.373114441267
962,0.048731734603890686,8838.187249448103,-6401.600519253569,-1528.4270588645004
963,0.04030680547967691,9272.620510774952,-7257.280236791106,-3226.599688823416
964,0.02590734763665381,10386.741007340906,-9091.373625508215,-6500.6388618428355
965,0.03628636636037186,10630.052495296644,-8815.734177278051,-5187.097541240866
966,0.060979188642534154,11440.797918403629,-8391.83848627692,-2293.9196220235044
967,0.07364194780126354,8261.276021841019,-4579.1786317778415,2785.0161483485135
968,0.03373732298925347,11083.324634286213,-9396.458484823539,-6022.726185898193
969,0.05629148686328023,11103.787238001001,-8289.21289483699,-2660.0642085089676
970,0.0498608235372906,11916.741628221942,-9423.700451357412,-4437.618097628352
971,0.04857951740587296,10526.516240150606,-8097.540369856957,-3239.5886292696614
972,0.07196962269776819,10153.318258114821,-6554.837123226412,642.1251465504065
973,0.029439284306747027,9122.000846863795,-7650.036631526444,-4706.1082008517415
974,0.03867847572217542,11065.601804685826,-9131.678018577055,-5263.830446359513
975,0.0609453744649926,9980.51095345943,-6933.2422302098,-838.7047837105401
976,0.032797812788363245,10692.23224572492,-9052.341606306756,-5772.560327470433
977,0.06433174774570816,9235.676208499639,-6019.088821214231,414.0859533565854
978,0.05473046479918864,9070.157383421098,-6333.634143461666,-860.5876635428012
979,0.04449031820534799,9855.695894605642,-7631.179984338242,-3182.148163803444
980,0.03891042529400224,10483.603246036546,-8538.081981336434,-4647.03945193621
981,0.0343836656769696,10139.67119719931,-8420.48791335083,-4982.12134565387
982,0.03969877235780217,10268.83610724852,-8283.897489358413,-4314.020253578195
983,0.041420089656497794,9042.378923102868,-6971.374440277978,-2829.365474628199
984,0.03494580381120116,8965.284838636313,-7217.9946480762555,-3723.414266956139
985,0.07660013536866117,9058.54280397381,-5228.536035540752,2431.4775013253657
986,0.03613644660982018,9830.468279541623,-8023.645949050614,-4410.001288068595
987,0.03583302576929981,9532.776662844666,-7741.125374379675,-4157.822797449695
988,0.04489617066433027,9950.653447202043,-7705.844913985529,-3216.2278475525027
989,0.0674645334366808,11189.547360304952,-7816.3206884709125,-1069.867344802833
990,0.03738401384955026,9856.052576252645,-7986.851883775133,-4248.450498820106
991,0.04388808822266199,10117.2320900248,-7922.8276788917,-3534.018856625501
992,0.05045486527610876,13035.077870202647,-10512.33460639721,-5466.848078786333
993,0.05099345134669875,10893.012530374495,-8343.339963039558,-3243.994828369683
994,0.04414210635452065,11252.319213019624,-9045.213895293591,-4631.003259841526
995,0.051672085097202114,11692.898233546559,-9109.293978686454,-3942.085468966242
996,0.022281205885288813,8689.349781705505,-7575.289487441064,-5347.168898912183
997,0.06303677955280307,9700.997028492875,-6549.158050852721,-245.48009557241494
998,0.05798816935540785,10777.375387038346,-7877.966919267954,-2079.1499837271695
999,0.023608562778449027,9287.881902551562,-8107.453763629111,-5746.597485784208
1000,0.033090075712237876,10288.91468612747,-8634.410900515575,-5325.403329291788
1001,0.037433149772652996,8841.631498390221,-6969.974009757571,-3226.6590324922718
1002,0.035078458152518976,9658.787869304091,-7904.864961678142,-4397.019146426244
1003,0.06065133867778272,10549.588110720944,-7517.021176831809,-1451.8873090535362
1004,0.034246926543037404,8206.714512119113,-6494.368184967243,-3069.675530663503
1005,0.04018654544132971,10850.01987369996,-8840.692601633473,-4822.038057500502
1006,0.0719116617834672,8169.080423455245,-4573.497334281885,2617.668844064834
1007,0.05766252021521012,10080.016925309847,-7196.89091454934,-1430.6388930283283
1008,0.02278122581809683,8918.582505956969,-7779.521215052127,-5501.398633242445
1009,0.05824475898686998,10161.10172069039,-7248.863771346892,-1424.3878726598941
1010,0.0398503319015866,9307.35544005343,-7314.8388449741005,-3329.80565481544
1011,0.05526992501271266,8772.610054979341,-6009.113804343708,-482.12130307244115
1012,0.05541320184352472,11302.851139495915,-8532.191047319679,-2990.8708629672074
1013,0.026759214653719,8258.945309031067,-6920.984576345118,-4245.063110973217
1014,0.04596327118963828,8372.400652468481,-6074.2370929865665,-1477.9099740227393
1015,0.0658501948709862,12424.640674021532,-9132.130930472222,-2547.111443373602
1016,0.08022112815108073,8260.774080713954,-4249.7176731599175,3772.3951419481564
1017,0.02194862144641263,10972.007020966055,-9874.575948645424,-7679.713804004161
1018,0.029198145333438674,10152.870214551038,-8692.962947879105,-5773.148414535237
1019,0.016110626955363472,11083.746506934616,-10278.215159166442,-8667.152463630096
1020,0.04123142123783907,7837.503206422569,-5775.932144530615,-1652.7900207467083
1021,0.07362387218146793,10268.764712486027,-6587.571103412631,774.8161147341634
1022,0.033226176365399596,9381.665776189082,-7720.356957919103,-4397.739321379143
1023,0.04480808238217904,10863.24371129065,-8622.8395921817,-4142.031353963795
1024,0.03389768859496911,10091.265029448985,-8396.38059970053,-5006.611740203618
1025,0.04691011149629887,9749.908662438038,-7404.4030876230945,-2713.3919379932076
1026,0.048740232029810926,9871.039282707894,-7434.027681217348,-2560.0044782362547
1027,0.06588393205603893,8909.012637602063,-5614.8160348001165,973.5771708037755
1028,0.04071246624339153,9466.593176655264,-7430.969864485687,-3359.7232401465344
1029,0.03932799111205654,9409.529066811194,-7443.129511208367,-3510.330400002713
1030,0.04789696301264712,11925.24554903726,-9530.397398404904,-4740.701097140191
1031,0.04680878729759286,12968.457401397956,-10628.018036518313,-5947.139306759028
1032,0.04947851495232669,10364.510916057066,-7890.585168440732,-2942.733673208063
1033,0.04458125114661726,9734.861315225158,-7505.798757894296,-3047.673643232569
1034,0.03259085268006956,11354.101955640053,-9724.559321636576,-6465.474053629619
1035,0.04856917640639935,11954.67165333367,-9526.212833013702,-4669.295192373766
1036,0.04718780675978351,7919.258252887087,-5559.867914897912,-841.0872389195601
1037,0.04006910165341537,8967.210265105079,-6963.75518243431,-2956.8450170927736
1038,0.0481026979449517,8700.49383332796,-6295.358936080376,-1485.0891415852057
1039,0.0663778725556341,7752.86730254133,-4433.973674759625,2203.813580803784
1040,0.041412536739411365,11241.54854913618,-9170.921712165611,-5029.668038224475
1041,0.028286877589096093,9208.167072643166,-7793.823193188361,-4965.135434278752
1042,0.028475736075286306,10838.871667726848,-9415.084863962533,-6567.5112564339015
1043,0.07296136675609333,10502.926730241754,-6854.858392437087,441.2782831722452
1044,0.06080842007542131,9526.155384421374,-6485.734380650309,-404.8923731081777
1045,0.02961567477649396,11111.208479402192,-9630.424740577495,-6668.857262928098
1046,0.037282359881352534,9804.060827497462,-7939.942833429835,-4211.706845294582
1047,0.03534985281950043,10493.178861671331,-8725.686220696309,-5190.700938746267
1048,0.05848895036792712,11127.30843624947,-8202.860917853115,-2353.9658810604033
1049,0.03145449021278779,10529.416446345349,-8956.69193570596,-5811.242914427181
1050,0.052764389249350785,7370.395751424119,-4732.17628895658,544.2626359784981
1051,0.04012876132480159,8696.041845599098,-6689.6037793590185,-2676.7276468788605
1052,0.05315834253434559,9135.953801887457,-6478.036675170178,-1162.2024217356184
1053,0.024926446475628694,9356.809650294279,-8110.487326512844,-5617.842678949975
1054,0.06548150706802858,11270.590325035337,-7996.514971633907,-1448.3642648310506
1055,0.04375260824733829,9378.67687546055,-7191.046463093635,-2815.7856383598064
1056,0.05784452796710582,10354.47647690518,-7462.250078549889,-1677.7972818393064
1057,0.028264932129271614,11382.674060992122,-9969.42745452854,-7142.93424160138
1058,0.06589116837698583,8654.52584241235,-5359.967423563057,1229.1494141355251
1059,0.03854021841317845,10413.421482763239,-8486.410562104316,-4632.388720786471
1060,0.03463214775765522,10246.962567950846,-8515.355180068085,-5052.140404302563
1061,0.033552697489820815,9606.456212982815,-7928.821338491774,-4573.551589509693
1062,0.028062511768620624,8426.091303976116,-7022.965715545085,-4216.7145386830225
1063,0.09160062186908036,11109.922432828123,-6529.891339374106,2630.170847533929
1064,0.019735191633646565,9528.146028736764,-8541.386447054436,-6567.86728368978
1065,0.05773473665137985,9055.810415272636,-6169.073582703643,-395.59991756565796
1066,0.03960952762242087,10292.61647864509,-8312.140097524047,-4351.187335281959
1067,0.07228675029498888,9510.215002348941,-5895.877487599497,1332.7975418993901
1068,0.055069199370670674,9506.333756011521,-6752.873787477987,-1245.9538504109205
1069,0.05329275977837611,9071.55409409801,-6406.916105179204,-1077.640127341594
1070,0.0513302798076829,9632.87848261733,-7066.364492233186,-1933.336511464896
1071,0.016608986704575557,10276.707690425026,-9446.258355196249,-7785.3596847386925
1072,0.06105484592232102,10135.72138722172,-7082.979091105669,-977.494498873566
1073,0.019773964030523672,9577.817943008848,-8589.119741482664,-6611.723338430296
1074,0.03664717418350705,8671.3134613799,-6838.954752204547,-3174.237333853842
1075,0.020974374226288006,9171.555641669616,-8122.836930355216,-6025.399507726415
1076,0.0633575334414509,9975.537571388446,-6807.660899315901,-471.907555170812
1077,0.048484087908526874,9088.48785464343,-6664.283459217087,-1815.8746683643994
1078,0.0580070782148745,11166.001701331821,-8265.647790588097,-2464.9399691006474
1079,0.024294943097263655,11395.532368677576,-10180.785213814394,-7751.290904088028
1080,0.022879465643622865,9786.794028176793,-8642.82074599565,-6354.874181633364
1081,0.07932753374762314,9466.86913924565,-5500.492451864493,2432.2609228978217
1082,0.04143512547725692,10472.542130353953,-8400.785856491108,-4257.273308765416
1083,0.040045617309846904,9786.512932207614,-7784.232066715269,-3779.670335730578
1084,0.038624725285067996,10786.065298076193,-8854.829033822793,-4992.356505315994
1085,0.06439131304095369,8571.393386971453,-5351.827734923769,1087.3035691716013
1086,0.07221549534281024,8948.15526177403,-5337.3804946335185,1884.169039647506
1087,0.0543731463957009,7932.234739480975,-5213.57741969593,223.73721987416047
1088,0.04801011922806708,8763.69441214229,-6363.188450738935,-1562.1765279322271
1089,0.04937248298821828,8891.394461861459,-6422.770312450544,-1485.522013628717
1090,0.051697710795689744,9190.69843045607,-6605.812890671583,-1436.0418111026083
1091,0.0525063202528635,10007.30510390303,-7381.989091259855,-2131.357065973505
1092,0.014210501386443752,7958.579433428422,-7248.054364106234,-5827.004225461859
1093,0.030566690703256683,8643.976517276196,-7115.641982113362,-4058.972911787694
1094,0.06674185004740707,9977.618472753553,-6640.5259703832,33.65903435750806
1095,0.05400852512517673,10044.857041441093,-7344.430785182257,-1943.578272664584
1096,0.09254585216926614,10039.32815402004,-5412.035545556733,3842.5496713698813
1097,0.055573468212386956,9566.746022865987,-6788.072612246639,-1230.7257910079443
1098,0.03753282274391978,12179.837394739807,-10303.196257543817,-6549.91398315184
1099,0.040444637550169915,10581.773413935123,-8559.541536426628,-4515.077781409636
1100,0.04675930107775983,9134.938342062647,-6796.973288174656,-2121.043180398673
1101,0.04030017038768818,8269.064494772607,-6254.055975388197,-2224.0389366193795
1102,0.051248139260728465,9881.207127954609,-7318.800164918186,-2193.9862388453394
1103,0.03819212280195927,9694.008560723098,-7784.402420625134,-3965.1901404292066
1104,0.04176635721116284,10576.741516418419,-8488.423655860277,-4311.787934743992
1105,0.07060000994210824,8946.602430639077,-5416.601933533665,1643.3990606771586
1106,0.0343906112589778,11914.340149977728,-10194.809587028838,-6755.748461131058
1107,0.019560366244942173,9948.210865776495,-8970.192553529387,-7014.155929035169
1108,0.050161200988469545,8708.28968317979,-6200.229633756313,-1184.1095349093575
1109,0.028898490258328025,9209.825922278487,-7764.901409362086,-4875.052383529283
1110,0.0505675776002974,9991.32480134489,-7462.94592133002,-2406.1881613002806
1111,0.047026709010321355,10593.68138261516,-8242.345932099091,-3539.675031066956
1112,0.0471294359079657,8991.614893664671,-6635.143098266386,-1922.1995074698161
1113,0.02563322940892121,9207.595541122862,-7925.934070676802,-5362.611129784681
1114,0.03581526316273198,10384.216952052871,-8593.453793916273,-5011.927477643074
1115,0.05517876375083475,10026.234415839715,-7267.296228297978,-1749.4198532145037
1116,0.027580768488377316,11084.057181303458,-9705.018756884592,-6946.9419080468615
1117,0.03529967529619071,12605.415020022767,-10840.43125521323,-7310.46372559416
1118,0.03726919154154018,10752.451124065681,-8888.991546988673,-5162.072392834654
1119,0.03790715264597111,11171.109844620438,-9275.752212321882,-5485.036947724771
1120,0.0642297060989172,11277.443312815492,-8065.958007869633,-1642.9873979779113
1121,0.07515882717925138,9984.725467904336,-6226.784108941767,1289.0986089833696
1122,0.05452776489218181,8131.156160307741,-5404.7679156986505,48.00857351953073
1123,0.0531875925395795,10722.612272516311,-8063.232645537337,-2744.4733915793868
1124,0.04877848035647858,9936.377114161773,-7497.453096337844,-2619.6050606899853
1125,0.06593605478202136,9818.403975265519,-6521.601236164452,72.00424203768489
1126,0.03966772260622875,8731.093226061395,-6747.707095749958,-2780.934835127083
1127,0.02315976420212351,8991.736872679181,-7833.748662573005,-5517.772242360654
1128,0.06714212408667919,8266.54904555342,-4909.442841219461,1804.7695674484585
1129,0.06866171754096939,10576.259252946025,-7143.173375897555,-277.0016218006167
1130,0.028030127020652884,10942.241190763598,-9540.734839730954,-6737.722137665665
1131,0.039614612215096656,10337.672518971773,-8356.94190821694,-4395.480686707274
1132,0.03414484085777403,9923.066804781569,-8215.824761892867,-4801.340676115465
1133,0.03747889335034671,9806.618257830602,-7932.673590313267,-4184.784255278595
1134,0.043528107861195764,10261.893556483601,-8085.488163423813,-3732.677377304237
1135,0.0397284327811569,11172.409007478702,-9185.987368420858,-5213.144090305167
1136,0.06438615281887294,9701.033704080346,-6481.726063136699,-43.11078124940468
1137,0.018821009469526473,11227.699297081237,-10286.648823604914,-8404.547876652266
1138,0.0909442828214928,7889.570251759567,-3342.3561106849274,5752.072171464353
1139,0.03972158522420699,9502.89540863636,-7516.81614742601,-3544.6576250053104
1140,0.050427548735470396,10406.96341599678,-7885.585979223261,-2842.8311056762213
1141,0.06458585665904337,10138.360902455512,-6909.0680695033425,-450.4824035990059
1142,0.04163232879759349,8587.9803310149,-6506.3638911352255,-2343.1310113758773
1143,0.04071300174136283,10156.849470505696,-8121.199383437555,-4049.899209301272
1144,0.06417864895298564,8073.894030731884,-4864.961583082602,1552.9033122159617
1145,0.03354298923230914,11782.182691615331,-10105.033229999874,-6750.734306768961
1146,0.07456128106365512,8981.70851009352,-5253.644456910764,2202.483649454747
1147,0.04258305613564772,10331.403877634095,-8202.25107085171,-3943.9454572869363
1148,0.04126022369710469,9222.301775403606,-7159.290590548371,-3033.268220837903
1149,0.05276777368905883,11292.482556303183,-8654.09387185024,-3377.316502944359
1150,0.060120239308684376,11355.77414175298,-8349.76217631876,-2337.738245450324
1151,0.05220445777156968,9246.3060509787,-6636.083162400215,-1415.637385243247
1152,0.07283418273050657,7830.716982285056,-4189.0078457597265,3094.41042729093
1153,0.018579810347308268,11604.327538776566,-10675.337021411153,-8817.355986680326
1154,0.05256410702191516,10862.618049478322,-8234.412698382564,-2978.0019961910475
1155,0.03776309121759169,10056.34574144602,-8168.191180566437,-4391.882058807267
1156,0.049596338127916084,8155.0168221771,-5675.199915781295,-715.5661029896874
1157,0.04071783275246332,9160.220967360667,-7124.3293297375,-3052.5460544911684
1158,0.038808420930532606,8562.478382148875,-6622.057335622244,-2741.2152425689837
1159,0.06310909159875067,8928.10368475172,-5772.649104814187,538.2600550608786
1160,0.06781838511428617,8797.70030732624,-5406.781051611932,1375.0574598166859
1161,0.03887988888837768,9674.809876673306,-7730.8154322544215,-3842.826543416654
1162,0.05048703260528953,10099.269643194075,-7574.918012929598,-2526.214752400646
1163,0.031736218201309896,8351.64238076075,-6764.831470695255,-3591.2096505642658
1164,0.0473310283674131,9310.64113795893,-6944.089719588275,-2210.9868828469653
1165,0.05368576417853177,8748.476282289459,-6064.18807336287,-695.6116555096933
1166,0.038561054451019317,9332.461953726415,-7404.409231175449,-3548.3037860735176
1167,0.04517853762596502,9467.104244225176,-7208.1773629269255,-2690.3236003304237
1168,0.05458919924500805,11542.420450703929,-8812.960488453526,-3354.0405639527216
1169,0.045217787731505865,9511.425991203218,-7250.536604627924,-2728.757831477338
1170,0.044681842483058176,10654.210955196007,-8420.118831043099,-3951.934582737281
1171,0.030005544238633775,9818.109859220884,-8317.832647289195,-5317.2782234258175
1172,0.02645502519786902,10593.904726790157,-9271.153466896707,-6625.650947109803
1173,0.03136808472040542,9437.982983635724,-7869.578747615453,-4732.770275574911
1174,0.06796787363462542,10391.595316483103,-6993.201634751831,-196.4142712892899
1175,0.04462238647167993,10878.138321734263,-8647.018998150266,-4184.780350982273
1176,0.05528701639195788,11868.419203554824,-9104.06838395693,-3575.3667447611424
1177,0.044242787244190396,8540.086475426282,-6327.947113216762,-1903.6683887977224
1178,0.05039183166719141,7840.703221797257,-5321.111638437687,-281.92847171854555
1179,0.05542140237772131,9281.756122912919,-6510.686004026853,-968.5457662547233
1180,0.04116425526866507,9183.673065208293,-7125.46030177504,-3009.034774908532
1181,0.04599688590886686,8617.120934292147,-6317.2766388488035,-1717.5880479621183
1182,0.04035840377312283,10306.565499525823,-8288.64531086968,-4252.804933557398
1183,0.03583476970909061,10247.010644656353,-8455.272159201822,-4871.795188292762
1184,0.06454557560956076,10746.816681259437,-7519.537900781399,-1064.9803398253243
1185,0.021529941221448468,10392.929905413177,-9316.432844340754,-7163.438722195907
1186,0.0321451569707385,10003.60136323321,-8396.343514696286,-5181.827817622436
1187,0.046379746077665374,10135.745514950822,-7816.758211067554,-3178.7836033010162
1188,0.0505530951457267,10370.757105703487,-7843.102348417153,-2787.7928338444826
1189,0.041069751332074134,9208.542492386192,-7155.054925782485,-3048.079792575072
1190,0.05861132404235292,10633.34610296166,-7702.779900844013,-1841.6474966087208
1191,0.06744485490922258,12436.95254870572,-9064.70980324459,-2320.2243123223325
1192,0.0659351619523747,10209.236265668504,-6912.478168049769,-318.961972812298
1193,0.049965646973728184,8272.238077124643,-5773.955728438234,-777.3910310654146
1194,0.06662482105975442,10494.23232100474,-7162.991268017018,-500.50916204157693
1195,0.03567973890299925,8311.322290592556,-6527.335345442593,-2959.361455142669
1196,0.04393073735543851,9006.984763173297,-6810.447895401372,-2417.3741598575207
1197,0.05477416148619341,9503.541969075624,-6764.833894765954,-1287.4177461466134
1198,0.04032829399341864,8898.85962289168,-6882.444923220748,-2849.6155238788833
1199,0.0479353959766442,9189.556128828248,-6792.786329996037,-1999.2467323316177
1200,0.06217883689539505,9934.197352086496,-6825.255507316743,-607.3718177772389
1201,0.06373467082574891,8288.144147001078,-5101.410605713632,1272.0564768612585
1202,0.03172978082516664,9280.090515563164,-7693.601474304833,-4520.623391788168
1203,0.05231121021503782,8519.947371653678,-5904.386860901786,-673.2658393980055
1204,0.042416712730116046,8370.012936788236,-6249.177300282434,-2007.5060272708297
1205,0.030479933629337097,11446.686905860715,-9922.69022439386,-6874.696861460151
1206,0.030739491966556898,9564.51493524276,-8027.540336914915,-4953.591140259225
1207,0.05873584979593005,10018.421372858791,-7081.628883062289,-1208.0439034692827
1208,0.05883439015433112,9263.880664390004,-6322.161156673448,-438.722141240336
1209,0.04643206228852392,9972.84448814897,-7651.241373722774,-3008.0351448703823
1210,0.025806673139030067,8421.770183761579,-7131.4365268100755,-4550.769212907068
1211,0.05277442841617486,8271.46131916544,-5632.739898356698,-355.29705673921217
1212,0.03633940735620911,9271.226784117187,-7454.256416306732,-3820.3156806858206
1213,0.03425926005230906,10508.350861246687,-8795.387858631233,-5369.4618534003275
1214,0.051000675647991045,9645.098724180878,-7095.064941781326,-1994.9973769822209
1215,0.0692100572357468,8894.444433577988,-5433.941571790649,1487.0641517840322
1216,0.025975703101977388,9291.366291942864,-7992.581136843995,-5395.010826646256
1217,0.05484108751732464,7580.726058413993,-4838.6716825477615,645.4370691847034
1218,0.023512350420599404,9210.105397550094,-8034.487876520125,-5683.252834460183
1219,0.03372838120790078,10058.744004095559,-8372.32494370052,-4999.486822910441
1220,0.04407352801193554,9167.79723954079,-6964.1208389440135,-2556.7680377504603
1221,0.047640635877115756,9607.545064086149,-7225.513270230362,-2461.4496825187853
1222,0.02716275513972022,10519.064061701592,-9160.926304715582,-6444.65079074356
1223,0.027010278830804424,9087.19114227111,-7736.677200730888,-5035.6493176504455
1224,0.05675859523378435,10409.770367975081,-7571.840606285864,-1895.9810829074286
1225,0.05880476550906266,13145.095814412753,-10204.857538959619,-4324.380988053354
1226,0.059516136979492984,9311.797217176903,-6335.990368202254,-384.3766702529556
1227,0.0317137559773073,8949.986084766344,-7364.298285900979,-4192.922688170249
1228,0.05410629954219104,11842.63866964005,-9137.323692530497,-3726.6937383113936
1229,0.020034223013915664,11119.629842439004,-10117.918691743222,-8114.496390351655
